sid	stype	description	context	celltype	controlsra	treatmentsra	date	missingtreatmentsra	missingcontrolsra	category	platform	accession	species	ptype	drug	gene
541	CD	We compared mRNA profiles of isolated glomeruli versus sorted podocytes between diabetic and control mice. IRG mice crossed with eNOS-/- mice were further bred with podocin-rTTA and TetON-Cre mice to permanently label podocytes before the diabetic injury. Diabetes was induced by injection of streptozotocin. mRNA profiles of isolated glomeruli and sorted podocytes from diabetic and control mice at 10 weeks after induction of diabetes were examined. Consistent with the previous reports, expression of podocyte-specific markers in the glomeruli were down-regulated in the diabetic mice compared to controls. However, these differences disappeared when mRNA levels were corrected for podocyte number per glomerulus. Interestingly, the expression of these markers was not altered in sorted podocytes from diabetic mice, suggesting that the reduced expression of podocyte markers in isolated glomeruli is likely a secondary effect of reduced podocyte number, rather than the loss of differentiation markers. Analysis of the differentially expressed genes in diabetic mice also revealed distinct up-regulated pathways in the glomeruli (mitochondrial function and oxidative stress) and podocytes (actin organization). In conclusion, our data suggest that podocyte-specific gene expression in transcriptome obtained from the whole glomeruli may not represent those of podocytes in the diabetic kidney.	gene	Glomeruli	GSM2090948,GSM2090949,GSM2090950,GSM2090951	GSM2090944,GSM2090945,GSM2090946,GSM2090947	2017-01-04 02:00:25			disease	GPL17021	GSE79291	Mus musculus	STZ-Induced Diabetes		
542	CD	To characterize gene expression changes in AML induced by CNTRL-FGFR1, we used RNA-seq analysis of sorted Mac+Gr1+B220+ AML cells (n = 2) from the SP and BM of leukemic mice, as well as sorted Mac+Gr1+ myeloid cells (n=3) from normal mice. Methods: cDNA libraries were generated using the Illumina TruSeq RNA Sample Preparation kit following the manufacturer’s instructions. The quality of the resulting cDNA libraries were assessed using a Bioanalyzer DNA 1000 chip (Agilent) and quantified by quantitative PCR (Bio-Rad). The cDNA libraries were sequenced using paired end Illumina Hiseq2000 protocols (50 cycles). The Illumina sequencing pipeline version 1.8 was employed for transferring raw images to base calls, generating sequence reads, and de-multiplexing the reads. The generated FASTQ files were imported to CLC Genomics Workbench and aligned to the mouse genome, NCBI37/mm9. The transcript expression levels were determined in terms of number of reads per kilobase per million (RPKM) and compared between sorted normal myeloid (Gr1+Mac1+) cells and sorted leukemic myeloid cells. Results: The result showed a remarkable difference between normal (Gr1+Mac1+) and leukemic (Mac+Gr1+B220+) myeloid cells. Gene Set Enrichment Analysis and leading-edge analysis suggested that Mac+Gr1+B220+ cells have the potential to differentiate into either myeloid or T-cell, but not a B-cell, lineages. Quantitative RT-PCR analysis of lineage-specific genes showed increased expression of Flt3, Gfi1, and Kit related to early myeloid-lineage commitment, while genes related to myeloid differentiation, Irf8, Klf4, Csf1r, Myc, and Spi1 were decreased compared with normal myeloid cells. Quantitative RT-PCR also confirmed that the Cd3e and Lmo2 T-cell specific genes were markedly increased in AML cells. Conclusions: We demonstrate that the CNTRL-FGFR1 fusion kinase induces bi-lineage myeloid and T-lymphoid disease in model mice. Genetic and molecular analyses in these models demonstrated that multiple signaling pathways, specifically related to myeloid and T-lymphoid lineages, were altered in neoplasms, which underscores the importance of developing therapies that target all of these signaling pathways to eradicate the leukemia-initiating-cells	gene	Bone marrow cells	GSM1166354,GSM1166355,GSM1166356	GSM1166357,GSM1166358	2017-01-04 02:00:28			disease	GPL13112	GSE48048	Mus musculus	Leukemia		
543	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693737,GSM1693738,GSM1693739	2017-01-04 02:00:33			disease	GPL17021	GSE69132	Mus musculus	Listeria	3 hrs post infection	
544	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693740,GSM1693741,GSM1693742	2017-01-04 02:00:37			disease	GPL17021	GSE69132	Mus musculus	Listeria	6 hrs post infection	
545	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693743,GSM1693744,GSM1693745	2017-01-04 02:00:41			disease	GPL17021	GSE69132	Mus musculus	Listeria	24 hrs	
546	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693746,GSM1693747,GSM1693748	2017-01-04 02:00:45			disease	GPL17021	GSE69132	Mus musculus	Salmonella	3 hrs post infection	
547	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693749,GSM1693750,GSM1693751	2017-01-04 02:00:49			disease	GPL17021	GSE69132	Mus musculus	Salmonella	6 hrs post infection	
548	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	BMDMs	GSM1693734,GSM1693735,GSM1693736	GSM1693752,GSM1693753,GSM1693754	2017-01-04 02:00:53			disease	GPL17021	GSE69132	Mus musculus	Salmonella	24 hrs	
549	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693758,GSM1693759,GSM1693760	2017-01-04 02:00:57			disease	GPL17021	GSE69132	Mus musculus	Listeria	3 hrs post infection	
550	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693761,GSM1693762,GSM1693763	2017-01-04 02:01:01			disease	GPL17021	GSE69132	Mus musculus	Listeria	6 hrs post infection	
551	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693764,GSM1693765,GSM1693766	2017-01-04 02:01:06			disease	GPL17021	GSE69132	Mus musculus	Listeria	24 hrs	
552	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693767,GSM1693768,GSM1693769	2017-01-04 02:01:10			disease	GPL17021	GSE69132	Mus musculus	Salmonella	3 hrs post infection	
553	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693770,GSM1693771,GSM1693772	2017-01-04 02:01:14			disease	GPL17021	GSE69132	Mus musculus	Salmonella	6 hrs post infection	
554	CD	Using integrated genomics we identify a role for CLEC12A in antibacterial autophagy. Clec12a-/- mice are more susceptible to bacterial infection and CLEC12A deficient cells exhibit impaired antibacterial autophagy. We used transcriptional profilinf to understand the role of CLEC12A in the response to Salmonella and Listeria.	gene	Clec12aKO BMDMs	GSM1693755,GSM1693756,GSM1693757	GSM1693773,GSM1693774,GSM1693775	2017-01-04 02:01:18			disease	GPL17021	GSE69132	Mus musculus	Salmonella	24 hrs	
555	CD	Using a CML mouse model, we identified differences in gene expression between leukemic compared with non-leukemic LTHSC, including increased expression of the thrombopoietin (THPO) receptor MPL. LTHSC expressing high levels of MPL showed enhanced JAK/STAT signaling and proliferation in response to THPO in vitro, and increased leukemogenic capacity in vivo compared to LTHSC with low MPL expression. Although both G0 and S-phase subpopulations were increased in MPL expressing LTHSC, LSC capacity was restricted to quiescent cells. Inhibition of MPL expression in CML LTHSC resulted in reduced THPO-induced JAK/STAT signaling and leukemogenic potential. Similar observations were made with LTHSC from CML patients. MPL expressing LTHSC demonstrated reduced sensitivity to BCR-ABL TKI treatment but demonstrated increased sensitivity to JAK inhibitors. Our studies identify MPL expression levels as a key determinant of heterogeneous leukemia-initiating capacity and drug sensitivity of CML LTHSC, and suggest that MPL-expressing CML stem cells are critical targets for therapy.	gene	LTHSCs	GSM1974562,GSM1974563,GSM1974564	GSM1974557,GSM1974558,GSM1974559,GSM1974560,GSM1974561	2017-01-04 02:01:24		GSM1974565	disease	GPL17021	GSE76123	Mus musculus	Leukemia		
556	CD	To examine molecular mechanisms of aortic valve stenosis in mice with hypertension and hypercholesterolemia, RNA-Seq was used during the developmental phase of stenosis to identify new gene targets.	gene	Heart - Aortic valve	GSM1836479,GSM1836480,GSM1836481,GSM1836482	GSM1836483,GSM1836484,GSM1836485,GSM1836486	2017-01-04 02:01:29			disease	GPL17021	GSE71534	Mus musculus	Hypertension		
557	CD	Huntington's disease (HD) is an autosomal dominant neurodegenerative disorder that is characterized by motor, cognitive, and psychiatric alterations. The mutation responsible for this disease is an abnormally expanded and unstable CAG repeat within the coding region of the gene encoding huntingtin (Htt). Knock-in mouse models of HD with human exon 1 containing expanded CAG repeats inserted in the murine huntingtin gene (Hdh) provide a genetic reconstruction of the human causative mutation within the mouse model. The goal of this study is RNA expression profiling by RNA sequencing (RNA-seq) in 6 and 10 month old knock-in mice with CAG lengths of 20, 50, 92, 140 along with littermate control wild-type animals	gene	Liver	GSM2070916,GSM2070917,GSM2070918,GSM2070919,GSM2070924,GSM2070925,GSM2070926,GSM2070927	GSM2070855,GSM2070856,GSM2070857,GSM2070858	2017-01-04 02:01:36			disease	GPL13112	GSE78273	Mus musculus	Huntington's disease mouse mod	6 months - Female	
